name,RA,Dec,pmra,pmdec,pmra_error,pmdec_error,pm_sig,plx,plx_error,plx_sig,u,g,r,i,photo-z,specz,specz_cite
J1442-0121,220.738347,-1.355742,0.656,-0.306,0.413,0.322,1.382223736,-0.2265,0.3326,0.680998196,21.130508,19.855602,19.408968,19.202383,0.03,,
J1444-0356,221.082501,-3.942053,-2.591,0.099,1.683,1.164,1.267105446,-1.4271,1.2707,1.123081766,22.054762,21.033773,20.247944,19.87135,0.22,,
J1444-0356,221.082876,-3.942085,-2.591,0.099,1.683,1.164,1.267105446,-1.4271,1.2707,1.123081766,21.89357,20.741692,20.09813,19.797096,0.16,,
J1445-0101,221.422843,-1.020653,,,,,,,,,21.153246,19.633732,18.818657,18.447845,0.1,,
J1446-0146,221.675877,-1.782591,,,,,,,,,21.00225,19.979086,19.835352,19.780905,0.03,,
J1446-0146,221.676368,-1.78305,,,,,,,,,21.07214,20.03559,19.35,19.026474,0.16,,
J1446-0344,221.552797,-3.73619,-4.652,-10.006,0.166,0.133,51.87630757,0.4239,0.1473,2.877800407,20.481825,18.374863,17.435125,17.08861,0.07,,
J1446-0344,221.552725,-3.736399,-4.652,-10.006,0.166,0.133,51.87630757,0.4239,0.1473,2.877800407,20.677113,18.537718,17.569395,17.214716,0.07,,
J1450-0027,222.539269,-0.461881,-10.332,0.057,0.376,0.311,21.17454294,0.0568,0.3246,0.174984596,21.531221,20.626463,20.077053,19.760324,0.18,,
J1450-0027,222.539655,-0.462166,-10.332,0.057,0.376,0.311,21.17454294,0.0568,0.3246,0.174984596,20.72753,19.550348,19.0246,18.82372,0.05,,
J1458-0348,224.69712,-3.810662,0.307,-1.362,0.851,0.743,1.235864007,-0.1201,0.661,0.181694402,20.626186,20.0666,19.786272,19.736206,0.25,,
J1458-0348,224.697097,-3.810102,0.307,-1.362,0.851,0.743,1.235864007,-0.1201,0.661,0.181694402,21.807875,20.48576,19.895945,19.675951,0.12,,
J1459-0331,224.843069,-3.522301,,,,,,,,,19.076946,18.615917,18.401999,18.217901,0.04,,
J1508-0006,227.10097,-0.101002,0.055,-0.373,0.448,0.389,0.635466687,0.0126,0.3883,0.032449137,20.126524,19.412525,19.056059,18.786573,0.14,1.579,DR16Q
J1512+0010,228.053413,0.167914,-9.55,3.602,0.446,0.41,16.84780101,0.7407,0.4153,1.783529978,22.127953,20.043364,18.984898,18.63464,0.1,,
J1512+0142,228.052533,1.703437,-2.132,-5.7,0.509,0.505,8.487549581,0.1532,0.4286,0.357442837,22.34977,21.694798,21.25706,20.925137,1.1,,
J1512+0142,228.052025,1.703819,-2.132,-5.7,0.509,0.505,8.487549581,0.1532,0.4286,0.357442837,21.104027,20.08519,19.661865,19.429783,0.08,,
J1518+0056,229.673432,0.935825,-3.938,-8.87,0.424,0.369,17.26593239,-0.311,0.4251,0.731592566,20.0036,19.437584,19.204529,19.118185,0.04,,
J1518+0149,229.556199,1.822774,,,,,,,,,21.306791,20.619392,19.99964,19.85441,0.25,,
J1518+0149,229.556455,1.822955,,,,,,,,,21.244179,20.284342,19.752094,19.573399,0.07,,
J1519-0033,229.773716,-0.556617,,,,,,,,,20.938976,19.84709,19.35772,19.051315,0.11,,
J1519-0033,229.7735,-0.556535,,,,,,,,,20.789873,19.665144,19.146456,18.872244,0.12,,
J1524+0132,231.089579,1.546505,0.271,-0.686,1.014,1.175,0.47523887,-0.1187,1.26,0.094206349,21.787962,20.940477,20.70078,20.565199,0.2,,
J1524+0132,231.090062,1.546683,0.271,-0.686,1.014,1.175,0.47523887,-0.1187,1.26,0.094206349,21.131489,20.739645,20.501747,20.348593,0.28,,
J1525+0152,231.318153,1.870331,-2.857,-6.095,0.427,0.344,12.27616331,-0.0445,0.3615,0.123098202,21.06726,19.7386,19.207062,19.042547,0.06,,
J1525+0152,231.317643,1.8709,-2.857,-6.095,0.427,0.344,12.27616331,-0.0445,0.3615,0.123098202,22.396591,20.67839,19.805752,19.454327,0.1,,
J1525-0018,231.458481,-0.310872,,,,,,,,,22.391022,21.278126,20.820164,20.646202,0.1,,
J1525-0018,231.458733,-0.310531,,,,,,,,,22.669853,21.12236,20.509504,20.358574,0.14,,
J1526+0148,231.605197,1.816268,-0.049,0.109,0.494,0.457,0.177582656,-0.8443,0.6296,1.341010165,20.94765,20.03341,19.69223,19.558723,0.04,2.999,DR16Q
J1526+0148,231.605786,1.816114,-0.049,0.109,0.494,0.457,0.177582656,-0.8443,0.6296,1.341010165,21.537462,19.818123,19.573406,19.479427,0.08,,
J1526+0151,231.630473,1.850901,-0.18,0.182,0.416,0.329,0.482633708,0.5614,0.4076,1.377330716,21.391869,19.240856,19.051517,18.997095,2.92,,
J1526+0151,231.63078,1.850679,-0.18,0.182,0.416,0.329,0.482633708,0.5614,0.4076,1.377330716,21.180065,19.83556,19.587831,19.544945,0.08,3.17,DR16Q
J1527+0141,231.834453,1.694697,,,,,,,,,19.882063,21.625534,20.720453,19.829012,0.28,,
J1527+0141,231.833903,1.694339,,,,,,,,,18.639423,19.280846,18.968863,18.53579,0.18,,
J1530-0133,232.576208,-1.55725,,,,,,,,,22.576433,21.319641,20.620472,20.356485,0.22,,
J1530-0133,232.575914,-1.557543,,,,,,,,,21.429634,20.683477,19.953426,19.720625,0.3,,
J1534-0156,233.714358,-1.939243,-1.117,-1.723,1.078,0.926,1.444918825,1.2053,0.9516,1.266603615,20.661892,19.751251,19.434845,19.331999,0.04,,
J1534-0156,233.714625,-1.938715,-1.117,-1.723,1.078,0.926,1.444918825,1.2053,0.9516,1.266603615,20.191824,20.223324,19.777029,19.951517,0.18,,
J1535-0114,233.775612,-1.239932,-0.229,0.091,0.335,0.288,0.557786007,-0.1269,0.2761,0.459616081,19.871578,18.637197,18.090311,17.957998,0.04,,
J1535-0114,233.776187,-1.239968,-0.229,0.091,0.335,0.288,0.557786007,-0.1269,0.2761,0.459616081,19.038782,18.955452,18.227337,18.357466,0.47,,
J1541-0011,235.440598,-0.198068,,,,,,,,,20.027424,18.726439,18.180325,17.999714,0.04,,
J1541-0011,235.440402,-0.198517,,,,,,,,,19.67686,18.865122,18.530256,18.211498,0.12,,
J1541-0151,235.432448,-1.862441,-24.526,-12.634,0.919,0.563,25.59869396,1.1772,0.6759,1.741677763,23.925781,21.713718,20.284878,18.935633,0.63,,
J1541-0151,235.43207,-1.862212,-24.526,-12.634,0.919,0.563,25.59869396,1.1772,0.6759,1.741677763,23.534447,21.842688,20.439539,19.109497,0.6,,
J1543+0106,235.767214,1.107125,-3.059,-9.792,1.868,1.667,4.097477899,-0.0467,1.0863,0.042989966,24.07656,21.49651,20.417458,20.014482,0.46,,
J1543+0106,235.767601,1.107603,-3.059,-9.792,1.868,1.667,4.097477899,-0.0467,1.0863,0.042989966,23.859838,22.155031,20.93677,20.239555,0.67,,
J1543-0101,235.793861,-1.033047,-0.503,-0.057,0.602,0.483,0.655884651,0.0846,0.6183,0.136826783,20.545954,19.592825,19.197803,19.10801,0.02,,
J1543-0101,235.793476,-1.033004,-0.503,-0.057,0.602,0.483,0.655884651,0.0846,0.6183,0.136826783,20.602667,19.917496,19.766525,19.573532,0.28,,
J1545+0141,236.425153,1.698791,-4.907,0.149,0.701,0.571,5.429848419,-1.1289,0.5473,2.062671295,23.830215,21.975386,20.644632,20.151157,0.5,,
J1545+0141,236.424787,1.699012,-4.907,0.149,0.701,0.571,5.429848419,-1.1289,0.5473,2.062671295,23.638336,21.071638,19.866457,19.423256,0.13,,
J1545-0014,236.354996,-0.23382,,,,,,,,,19.879824,18.617674,17.958355,17.638063,0.01,,
J1545-0014,236.355252,-0.233547,,,,,,,,,19.03142,17.838894,17.305481,17.087896,0.06,,
J2200-3141,330.125145,-31.689329,0.088,1.488,1.463,1.431,0.728368247,1.6689,1.6174,1.031841227,21.161121,21.055326,20.672613,20.6792,0.31,,
J2200-3141,330.124799,-31.688875,0.088,1.488,1.463,1.431,0.728368247,1.6689,1.6174,1.031841227,20.25316,20.080988,19.706057,19.780666,0.33,,
J2201-3106,330.343254,-31.114535,,,,,,,,,21.537611,20.154919,19.47352,19.222769,0.17,,
J2201-3106,330.343255,-31.115105,,,,,,,,,22.606728,20.643496,19.415323,18.943178,0.31,,
J2201-3254,330.375776,-32.905347,1.046,2.184,0.809,0.923,1.972987569,0.5703,0.8397,0.679171133,21.061445,20.306772,19.572363,19.179636,0.29,,
J2201-3254,330.375162,-32.905832,1.046,2.184,0.809,0.923,1.972987569,0.5703,0.8397,0.679171133,19.859385,18.594465,18.071678,17.858063,0.05,,
J2205-3127,331.389403,-31.465647,-1.188,-1.917,2.077,2.086,0.766135696,-1.6164,1.6066,1.006099838,22.55063,21.929377,21.372461,21.091497,0.61,,
J2205-3127,331.389045,-31.465574,-1.188,-1.917,2.077,2.086,0.766135696,-1.6164,1.6066,1.006099838,21.642628,20.78894,20.567696,20.468466,0.05,,
J2207-2835,331.999175,-28.587261,3.278,-2.928,0.791,1,3.447217426,0.643,0.7261,0.885552954,21.396818,20.515646,20.177456,20.045307,0.08,,
J2207-2835,331.998641,-28.58709,3.278,-2.928,0.791,1,3.447217426,0.643,0.7261,0.885552954,22.65586,21.689589,20.921408,20.509968,0.23,,
J2207-3001,331.791316,-30.017346,8.079,-5.727,0.164,0.163,42.8282746,0.6631,0.1695,3.912094395,18.703388,18.015926,17.65672,17.348957,0.2,,
J2207-3001,331.791321,-30.016914,8.079,-5.727,0.164,0.163,42.8282746,0.6631,0.1695,3.912094395,18.343212,17.786528,17.341154,17.009937,0.62,,
J2209-2758,332.308421,-27.981534,-1.41,-4.562,0.359,0.375,9.19777266,0.4161,0.3718,1.119150081,21.304289,19.722942,18.816835,18.418098,0.14,,
J2209-2758,332.308803,-27.981401,-1.41,-4.562,0.359,0.375,9.19777266,0.4161,0.3718,1.119150081,21.760143,19.835197,18.899414,18.532328,0.09,,
J2213-2922,333.366371,-29.381498,,,,,,,,,21.49517,21.227592,20.79496,20.547915,0.68,,
J2213-2922,333.366073,-29.381303,,,,,,,,,21.771385,21.522305,20.806128,20.2758,0.85,,
J2214-2937,333.533055,-29.621946,,,,,,,,,21.885466,20.947668,20.616556,20.472992,0.05,,
J2214-2937,333.532705,-29.62182,,,,,,,,,22.359858,21.406935,21.027617,20.837294,0.05,,
J2214-3240,333.619184,-32.671984,-1.288,-5.861,0.629,0.705,6.351388259,0.2235,0.5961,0.374937091,22.241518,21.1516,20.42384,19.925596,0.64,,
J2214-3240,333.618721,-32.672013,-1.288,-5.861,0.629,0.705,6.351388259,0.2235,0.5961,0.374937091,21.412102,20.498558,20.046526,19.85252,0.11,,
J2217-2959,334.407535,-29.990585,-0.968,-6.187,0.405,0.382,11.24828958,0.6439,0.4564,1.410823839,21.737246,21.08465,20.526836,20.361732,0.27,,
J2217-2959,334.407779,-29.990204,-0.968,-6.187,0.405,0.382,11.24828958,0.6439,0.4564,1.410823839,21.000317,20.088905,19.719793,19.5875,0.04,,
J2219-3056,334.935974,-30.933996,-5.155,-18.055,0.381,0.321,37.68877861,-0.5638,0.3756,1.501064963,22.056835,20.144993,19.204765,18.886303,0.08,,
J2219-3056,334.936462,-30.933844,-5.155,-18.055,0.381,0.321,37.68877861,-0.5638,0.3756,1.501064963,21.671568,19.996113,18.980255,18.6072,0.29,,
J2220-2914,335.083492,-29.243453,,,,,,,,,21.016216,19.528126,18.712845,18.422337,0.08,,
J2220-2914,335.083553,-29.243919,,,,,,,,,20.850807,19.676268,19.140251,18.887098,0.12,,
J2220-3415,335.23476,-34.263397,-0.313,-2.567,0.531,0.625,3.15323706,0.1055,0.6567,0.160651744,21.826334,21.182322,20.708572,20.57514,0.28,,
J2220-3415,335.235044,-34.263045,-0.313,-2.567,0.531,0.625,3.15323706,0.1055,0.6567,0.160651744,21.29353,20.47938,20.148586,20.023113,0.03,,
J2224-3345,336.073063,-33.759293,-0.596,0.117,0.582,0.522,0.776895768,0.1797,0.6669,0.269455691,20.629347,20.276495,19.854847,19.47189,0.41,,
J2224-3345,336.073243,-33.759831,-0.596,0.117,0.582,0.522,0.776895768,0.1797,0.6669,0.269455691,19.86953,18.451872,17.924791,17.764471,0.03,,
J2224-3358,336.057483,-33.978788,16.817,-13.064,1.363,0.891,13.07738081,1.4955,1.2376,1.208387201,24.475605,22.003683,20.632193,20.099525,0.48,,
J2224-3358,336.057718,-33.979101,16.817,-13.064,1.363,0.891,13.07738081,1.4955,1.2376,1.208387201,24.125166,21.614979,20.4935,20.046925,0.12,,
J2226-2927,336.695713,-29.457324,-0.057,-5.089,0.691,0.653,5.353057401,-1.2809,0.691,1.853690304,22.184523,21.25347,20.444447,20.178564,0.25,,
J2226-2927,336.696002,-29.457086,-0.057,-5.089,0.691,0.653,5.353057401,-1.2809,0.691,1.853690304,21.75687,20.692923,20.006151,19.755695,0.21,,
J2226-3133,336.702544,-31.552812,,,,,,,,,21.74478,20.890697,20.557583,20.447672,0.2,,
J2226-3133,336.702582,-31.553202,,,,,,,,,21.741798,21.045076,20.564669,20.348948,0.2,,
J2228-3223,337.062201,-32.385659,8.085,-2.395,0.56,0.515,11.08335096,0.4635,0.6108,0.758840864,20.105648,19.95473,19.237616,18.835993,0.39,,
J2228-3223,337.061932,-32.385108,8.085,-2.395,0.56,0.515,11.08335096,0.4635,0.6108,0.758840864,18.943907,17.171309,16.602112,16.440338,0.06,,
J2231-3500,337.813494,-35.013362,2.405,-4.635,1.052,1.399,2.983204478,1.4107,1.0026,1.407041692,20.321758,20.019411,20.001225,19.848495,0.08,,
J2231-3500,337.81304,-35.013321,2.405,-4.635,1.052,1.399,2.983204478,1.4107,1.0026,1.407041692,20.871168,20.376118,20.119741,19.987957,0.25,,
J2232-2748,338.040634,-27.812236,1.432,1.134,0.984,0.86,1.397735985,-1.2056,1.0556,1.14209928,20.659336,20.040215,19.82036,19.611927,0.16,,
J2232-2748,338.041119,-27.812212,1.432,1.134,0.984,0.86,1.397735985,-1.2056,1.0556,1.14209928,20.337746,19.219105,18.814985,18.646198,0.01,,
J2233-2832,338.296465,-28.54754,-0.379,0.068,0.402,0.361,0.712662122,-0.2374,0.3854,0.615983394,19.794004,19.514114,19.533915,19.793188,2.08,,
J2233-2832,338.296698,-28.546916,-0.379,0.068,0.402,0.361,0.712662122,-0.2374,0.3854,0.615983394,21.414385,20.589981,20.241722,20.106148,0.04,,
J2234-2709,338.602303,-27.163509,14.017,-4.075,0.427,0.442,23.75219919,0.4727,0.5209,0.907467844,24.036873,21.754751,20.19654,19.677813,0.4,,
J2234-2709,338.601628,-27.16329,14.017,-4.075,0.427,0.442,23.75219919,0.4727,0.5209,0.907467844,23.334799,21.21974,19.869175,19.227968,0.21,,
J2240-3405,340.127286,-34.094656,-0.321,0.358,0.363,0.273,1.058646832,0.1279,0.3312,0.386171498,20.873384,20.034342,19.863789,19.818262,0.03,,
J2240-3405,340.12713,-34.095084,-0.321,0.358,0.363,0.273,1.058646832,0.1279,0.3312,0.386171498,19.877062,19.350155,19.362307,19.36888,0.03,,
J2243-2940,340.77158,-29.66672,2.248,-5.71,0.337,0.383,12.02885523,0.2959,0.3723,0.794789149,21.648476,20.63699,20.157944,19.919252,0.1,,
J2243-2940,340.771873,-29.666218,2.248,-5.71,0.337,0.383,12.02885523,0.2959,0.3723,0.794789149,21.62734,20.2923,19.675192,19.430363,0.1,,
J2244-3506,341.103322,-35.105157,,,,,,,,,21.888254,20.869795,20.146736,19.83695,0.22,,
J2244-3506,341.102647,-35.105624,,,,,,,,,19.38971,18.228285,17.687553,17.522753,0.01,,
J2244-3536,341.09839,-35.608211,3.807,-4.786,0.215,0.232,19.33409642,0.3104,0.2492,1.245585875,21.404503,19.96461,19.26898,18.851141,0.27,,
J2244-3536,341.097912,-35.607599,3.807,-4.786,0.215,0.232,19.33409642,0.3104,0.2492,1.245585875,20.013897,18.825766,18.354408,18.19804,0.03,,
J2247-2928,341.81922,-29.479206,,,,,,,,,19.81227,18.936556,18.424047,18.15651,0.14,,
J2247-2928,341.819536,-29.479541,,,,,,,,,20.007195,18.512484,17.90636,17.71417,0.07,,
J2247-3219,341.987114,-32.332036,,,,,,,,,21.62412,20.30784,19.336132,19.02372,0.27,,
J2247-3219,341.987407,-32.331943,,,,,,,,,21.772081,20.405685,19.442924,19.119047,0.27,,
J2254-2951,343.71331,-29.857298,2.188,-5.022,1.093,1.492,2.961822049,0.6825,1.1069,0.616586864,21.245083,20.805147,20.375366,20.156342,0.17,,
J2254-2951,343.713469,-29.856877,2.188,-5.022,1.093,1.492,2.961822049,0.6825,1.1069,0.616586864,21.366459,20.636251,20.327818,20.29971,0.2,,
J2302-2813,345.740263,-28.22054,-0.03,0.238,0.19,0.269,0.728388737,0.1081,0.2679,0.403508772,18.727114,18.492943,18.28388,18.102283,0.02,,
J2302-2813,345.74058,-28.220912,-0.03,0.238,0.19,0.269,0.728388737,0.1081,0.2679,0.403508772,19.445072,18.919376,18.696535,18.600159,0.04,,
J2304-2745,346.229143,-27.756363,0.068,0.572,0.353,0.344,1.168663402,-0.2901,0.3171,0.914853359,20.062172,19.607433,19.362684,19.010952,0.28,,
J2304-2745,346.228912,-27.756026,0.068,0.572,0.353,0.344,1.168663402,-0.2901,0.3171,0.914853359,20.375711,19.091703,18.500696,18.22162,0.12,,
J2307-3039,346.828398,-30.654557,-0.263,-0.01,0.16,0.168,1.134439851,-0.1578,0.1677,0.940966011,20.421661,19.500494,19.197527,19.05814,0.01,2.639,SSLENS
J2307-3039,346.828888,-30.654312,-0.263,-0.01,0.16,0.168,1.134439851,-0.1578,0.1677,0.940966011,19.312239,18.484344,18.430328,18.507395,0.01,2.639,SSLENS
J2309-3432,347.266364,-34.536159,-0.009,0.172,0.125,0.192,0.751775256,-0.1647,0.1446,1.139004149,19.022491,19.012783,18.745584,18.85868,0.02,,
J2309-3432,347.265974,-34.536183,-0.009,0.172,0.125,0.192,0.751775256,-0.1647,0.1446,1.139004149,18.149878,18.106804,17.962137,18.138523,0.01,,
J2312-2956,348.204116,-29.935946,4.058,-2.88,0.215,0.203,16.82870186,1.9172,0.2765,6.933815552,22.932396,20.079351,18.63612,17.421816,0.52,,
J2312-2956,348.203757,-29.935862,4.058,-2.88,0.215,0.203,16.82870186,1.9172,0.2765,6.933815552,22.42329,19.674286,18.277096,17.102486,0.5,,
J2316-3320,349.115475,-33.333889,0.106,1.238,0.438,0.839,1.312833729,0.6235,0.7765,0.802962009,20.030966,19.328022,19.208132,19.155777,0.03,,
J2316-3320,349.115891,-33.3339,0.106,1.238,0.438,0.839,1.312833729,0.6235,0.7765,0.802962009,19.864807,19.476572,19.323992,19.172888,0.16,,
J2321-2812,350.407357,-28.201743,-0.498,-0.509,0.209,0.312,1.89623574,-0.2523,0.2533,0.996052112,20.851286,20.052662,19.804432,19.778423,0.14,,
J2321-2812,350.407225,-28.202176,-0.498,-0.509,0.209,0.312,1.89623574,-0.2523,0.2533,0.996052112,19.091173,18.803751,18.557648,18.349504,0.67,,
J2329-3409,352.417763,-34.156397,,,,,,,,,21.912039,21.118149,20.202682,19.694134,0.72,,
J2330-3004,352.68225,-30.073521,2.654,-10.286,0.56,0.63,12.60259862,-0.1684,1.2423,0.135555019,24.302902,21.75271,20.118332,19.422224,0.47,,
J2330-3004,352.682514,-30.073136,2.654,-10.286,0.56,0.63,12.60259862,-0.1684,1.2423,0.135555019,23.430038,21.24743,19.8788,19.181736,0.2,,
J2339-3518,354.758892,-35.309848,10.707,-11.415,1.269,0.849,10.25050986,-0.8157,0.9122,0.894211796,22.655506,21.084177,19.920952,19.456781,0.33,,
J2341-2906,355.258969,-29.114062,-0.36,-0.897,0.557,0.582,1.19979959,0.6882,0.5181,1.328314997,20.904703,19.94451,19.60538,19.500608,0.03,,
J2341-2906,355.25867,-29.114633,-0.36,-0.897,0.557,0.582,1.19979959,0.6882,0.5181,1.328314997,20.256096,20.040731,19.734156,19.649752,0.43,,
J2343-3038,355.766462,-30.642644,,,,,,,,,19.317053,17.95898,17.247196,16.877274,0.11,,
J2343-3038,355.766084,-30.642672,,,,,,,,,19.055635,17.627756,16.99505,16.597328,0.08,,
J2345-3254,356.335765,-32.914916,0.091,0.073,0.636,0.96,0.101307496,0.1026,0.6958,0.147456166,21.182608,20.188799,19.80084,19.645542,0.02,,
J2345-3254,356.335093,-32.914786,0.091,0.073,0.636,0.96,0.101307496,0.1026,0.6958,0.147456166,20.841515,20.2877,19.936544,19.65529,0.32,,
J2349-2858,357.382187,-28.981482,1.313,0.061,1.004,1.067,0.897153917,0.1148,1.2265,0.093599674,20.322853,20.285582,20.076313,19.965866,0.02,,
J2349-2858,357.382411,-28.980901,1.313,0.061,1.004,1.067,0.897153917,0.1148,1.2265,0.093599674,20.520947,19.58156,19.303278,19.221449,0.03,,
J2353-3236,358.404001,-32.603504,1.816,-1.518,0.478,0.642,2.957118934,0.3456,0.666,0.518918919,21.968922,20.799751,20.029408,19.70946,0.23,,
J2353-3236,358.404182,-32.603758,1.816,-1.518,0.478,0.642,2.957118934,0.3456,0.666,0.518918919,21.564442,20.477047,19.917183,19.730635,0.1,,
J2354-3213,358.577668,-32.231881,-0.071,-3.093,0.245,0.312,7.798924567,1.193,0.3602,3.312048862,24.268848,21.562246,20.131207,19.511602,0.29,,
J2354-3213,358.578068,-32.23178,-0.071,-3.093,0.245,0.312,7.798924567,1.193,0.3602,3.312048862,23.179901,20.693705,19.33665,18.695692,0.21,,
J2356-2805,359.186541,-28.097624,0.092,0.022,0.316,0.226,0.243485063,-0.3802,0.2832,1.342514124,19.229021,19.09377,18.746738,18.87857,0.04,,
J2356-2805,359.187123,-28.098075,0.092,0.022,0.316,0.226,0.243485063,-0.3802,0.2832,1.342514124,20.257692,18.702887,17.994946,17.769926,0.01,,
J2356-3135,359.217873,-31.587565,,,,,,,,,20.605162,20.056425,19.893867,19.81415,0.03,,
J2356-3135,359.217997,-31.587338,,,,,,,,,20.378317,19.669573,19.527222,19.419374,0.09,2.769,2QZ
J2356-3157,359.073255,-31.951281,0.85,-0.012,0.944,0.873,0.661136242,-1.1046,0.8765,1.260239589,21.136866,20.561531,20.337406,20.141447,0.19,,
J2356-3157,359.073547,-31.950837,0.85,-0.012,0.944,0.873,0.661136242,-1.1046,0.8765,1.260239589,22.086357,21.017704,20.525946,20.273169,0.07,,
J2356-3532,359.07167,-35.537485,1.725,-9.278,0.356,0.432,16.85823213,-0.2053,0.5454,0.376420975,23.61829,20.960825,19.630905,18.950306,0.23,,
J2356-3532,359.07109,-35.537572,1.725,-9.278,0.356,0.432,16.85823213,-0.2053,0.5454,0.376420975,23.176086,20.206331,18.809828,17.99692,0.32,,
J2357-3422,359.266034,-34.377082,-1.314,0.131,1.812,2.33,0.447381444,-3.6161,2.6803,1.349140022,19.86298,19.412727,19.189022,19.109705,0.16,,
J2357-3422,359.26579,-34.37748,-1.314,0.131,1.812,2.33,0.447381444,-3.6161,2.6803,1.349140022,20.096504,19.755001,19.312342,19.199162,0.17,,
J2359-2906,359.810643,-29.116388,,,,,,,,,20.575766,20.285069,20.161995,19.908457,0.28,,
J2359-2906,359.810702,-29.115964,,,,,,,,,20.186964,19.438162,19.143858,19.004234,0.01,,
